Student_ID,Cohort_Factor,Treatment,F2020_F2021_Retention,F2021_F2022_Retention,F2022_F2023_Retention,Gender_Factor,Academically_Disadvantaged_Factor,Enrollment_Status_Factor,TSIA_Math_College_Readiness_Factor,TSI_MATH_1_Factor,TSI_MATH_2_Factor,Age_Factor,Fall_2020_Productive_Credit_Ratio_1,Fall_2021_Productive_Credit_Ratio_1,Fall_2022_Productive_Credit_Ratio_1,Fall_2023_Productive_Credit_Ratio_1,Fall_2020_HOURS_EARNED_x,Fall_2021_HOURS_EARNED_x,Fall_2022_HOURS_EARNED_x,Fall_2023_HOURS_EARNED_x,Fall_2020_Academically_Eligible_Factor,Fall_2021_Academically_Eligible_1,Fall_2022_Academically_Eligible_Factor,Fall_2023_Academically_Eligible_Factor,Fall_2024_Academically_Eligible_1,Fall_2020_GPA_x,Spring_2021_GPA_x,Fall_2021_GPA_x,Spring_2022_GPA_x,Fall_2022_GPA_x,Spring_2023_GPA_x
1394672.0,1,1,0.0,,,0,1,1,0.0,0.0,,0,100.0,100.0,,,13.0,11.0,,,1.0,1.0,,,,0.0,2.0,2.0,1.0,,
1394868.0,1,1,1.0,0.0,,0,1,1,0.0,0.0,,0,100.0,78.5714285714286,100.0,,13.0,11.0,10.0,,1.0,1.0,1.0,,,0.0,0.0,1.0,3.0,1.0,
1394906.0,1,1,1.0,0.0,,0,1,1,0.0,0.0,,0,100.0,100.0,100.0,,12.0,13.0,1.0,,1.0,1.0,1.0,,,0.0,3.0,3.0,3.0,3.0,
1395089.0,1,1,1.0,0.0,,0,1,1,0.0,0.0,,0,100.0,100.0,100.0,,14.0,13.0,12.0,,1.0,1.0,1.0,,,1.0,3.0,2.0,2.0,2.0,1.0
1395219.0,1,1,1.0,0.0,,0,1,1,0.0,0.0,,0,100.0,69.2307692307692,100.0,,13.0,9.0,8.0,,1.0,1.0,1.0,,,0.0,2.0,3.0,2.0,2.0,
1395232.0,1,1,1.0,0.0,,0,1,1,0.0,0.0,,0,100.0,71.4285714285714,100.0,,13.0,10.0,8.0,,1.0,1.0,1.0,,,0.0,2.0,3.0,1.0,1.0,
1395233.0,1,1,0.0,,,0,1,1,0.0,0.0,,0,100.0,75.0,,,12.0,9.0,,,1.0,1.0,,,,0.0,2.0,2.0,,,
1395257.0,1,1,1.0,0.0,,0,1,1,0.0,0.0,,0,100.0,69.2307692307692,100.0,,12.0,9.0,12.0,,1.0,1.0,1.0,,,0.0,1.0,3.0,2.0,2.0,
1395262.0,1,1,1.0,1.0,1.0,0,1,1,0.0,0.0,,0,100.0,75.0,50.0,100.0,13.0,9.0,6.0,9.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
1395274.0,1,1,0.0,,,0,1,1,0.0,0.0,,0,100.0,100.0,,,12.0,12.0,,,1.0,1.0,,,,0.0,2.0,3.0,2.0,,
1395303.0,1,1,0.0,,,0,1,1,0.0,0.0,,0,100.0,71.4285714285714,,,14.0,10.0,,,1.0,1.0,,,,1.0,2.0,3.0,2.0,,
1395328.0,1,1,1.0,1.0,1.0,0,1,1,0.0,0.0,,0,100.0,69.2307692307692,100.0,50.0,12.0,9.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,3.0,2.0
1395462.0,1,1,0.0,,,0,1,1,0.0,0.0,,0,100.0,100.0,,,13.0,15.0,,,1.0,1.0,,,,0.0,2.0,2.0,2.0,,
1395474.0,1,1,0.0,,,0,1,1,0.0,0.0,,0,100.0,85.7142857142857,,,13.0,12.0,,,1.0,1.0,,,,0.0,2.0,2.0,2.0,,
1395519.0,1,1,1.0,0.0,,0,1,1,0.0,0.0,,0,100.0,100.0,71.4285714285714,,13.0,12.0,10.0,,1.0,1.0,1.0,,,0.0,2.0,2.0,3.0,2.0,
1395559.0,1,1,1.0,0.0,,0,1,1,0.0,0.0,,0,100.0,100.0,75.0,,12.0,12.0,9.0,,1.0,0.0,1.0,,,1.0,2.0,0.0,2.0,2.0,2.0
1395568.0,1,1,1.0,0.0,,0,1,1,0.0,0.0,,0,100.0,100.0,100.0,,12.0,12.0,9.0,,1.0,1.0,1.0,,,1.0,2.0,3.0,3.0,3.0,3.0
1395588.0,1,1,1.0,1.0,1.0,0,1,1,0.0,0.0,,0,100.0,60.0,50.0,100.0,12.0,6.0,8.0,15.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,2.0,
1395594.0,1,1,0.0,,,0,1,1,0.0,0.0,,0,100.0,100.0,,,13.0,12.0,,,1.0,1.0,,,,1.0,2.0,3.0,2.0,,0.0
1395598.0,1,1,0.0,,,0,1,1,0.0,0.0,,0,100.0,42.8571428571429,,,12.0,3.0,,,1.0,1.0,,,,,0.0,2.0,,,
1395722.0,1,1,1.0,0.0,,0,1,1,0.0,0.0,,0,100.0,100.0,100.0,,12.0,13.0,4.0,,1.0,1.0,1.0,,,1.0,3.0,2.0,2.0,2.0,
1395798.0,1,1,1.0,1.0,1.0,0,1,1,0.0,0.0,,0,100.0,100.0,0.0,0.0,14.0,15.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,2.0,2.0,2.0,,0.0
1395799.0,1,1,1.0,0.0,,0,1,1,0.0,0.0,,0,100.0,100.0,100.0,,13.0,9.0,10.0,,1.0,1.0,1.0,,,0.0,3.0,2.0,2.0,3.0,2.0
1396022.0,1,1,1.0,1.0,1.0,0,1,1,0.0,0.0,,0,100.0,100.0,100.0,100.0,13.0,13.0,7.0,4.0,1.0,1.0,1.0,1.0,,1.0,2.0,2.0,2.0,2.0,1.0
1396168.0,1,1,0.0,,0.0,0,1,1,0.0,0.0,,0,100.0,100.0,,0.0,14.0,13.0,,0.0,1.0,1.0,,0.0,,1.0,2.0,2.0,0.0,,
1396510.0,1,1,0.0,,0.0,0,1,1,0.0,0.0,,0,100.0,100.0,,100.0,14.0,13.0,,12.0,1.0,1.0,,1.0,1.0,1.0,3.0,2.0,3.0,,
1396554.0,1,1,0.0,,,0,1,1,0.0,0.0,,0,100.0,100.0,,,8.0,11.0,,,1.0,0.0,,,,,1.0,0.0,,,
1396571.0,1,1,0.0,,,0,1,1,0.0,0.0,,0,100.0,100.0,,,14.0,6.0,,,1.0,1.0,,,,1.0,0.0,1.0,1.0,,
1396586.0,1,1,0.0,,,0,1,1,0.0,0.0,,0,100.0,100.0,,,13.0,12.0,,,1.0,1.0,,,,1.0,1.0,2.0,2.0,,
1396633.0,1,1,1.0,1.0,1.0,0,1,1,0.0,0.0,,0,100.0,100.0,100.0,27.2727272727273,13.0,12.0,3.0,3.0,1.0,1.0,1.0,1.0,,1.0,3.0,2.0,3.0,3.0,3.0
1396853.0,1,1,1.0,0.0,,0,1,1,0.0,0.0,,0,100.0,100.0,63.6363636363636,,12.0,14.0,7.0,,1.0,1.0,1.0,,,0.0,3.0,2.0,3.0,3.0,2.0
1396860.0,1,1,0.0,,,0,1,1,0.0,0.0,,0,100.0,100.0,,,12.0,7.0,,,1.0,1.0,,,,0.0,2.0,1.0,,,
1396987.0,1,1,1.0,0.0,,0,1,1,0.0,0.0,,0,100.0,100.0,50.0,,8.0,12.0,3.0,,1.0,1.0,1.0,,,0.0,1.0,1.0,2.0,1.0,
1397005.0,1,1,1.0,0.0,,0,1,1,0.0,0.0,,0,100.0,80.0,100.0,,12.0,12.0,12.0,,1.0,0.0,1.0,,,1.0,1.0,0.0,0.0,1.0,2.0
1397050.0,1,1,1.0,1.0,1.0,0,1,1,0.0,0.0,,0,100.0,75.0,75.0,0.0,12.0,9.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
1397095.0,1,1,0.0,,,0,1,1,0.0,0.0,,0,100.0,100.0,,,10.0,3.0,,,1.0,1.0,,,,,0.0,2.0,,,
1397353.0,1,1,1.0,1.0,1.0,0,1,1,0.0,0.0,,0,100.0,69.2307692307692,100.0,100.0,12.0,9.0,9.0,18.0,1.0,1.0,1.0,1.0,,0.0,2.0,2.0,2.0,3.0,
1397417.0,1,1,1.0,0.0,,0,1,1,0.0,0.0,,0,100.0,23.0769230769231,66.6666666666667,,14.0,3.0,6.0,,1.0,1.0,1.0,,,0.0,0.0,1.0,2.0,2.0,0.0
1397803.0,1,1,1.0,1.0,1.0,0,1,1,0.0,0.0,,0,100.0,66.6666666666667,100.0,100.0,13.0,6.0,6.0,12.0,1.0,1.0,1.0,1.0,,0.0,2.0,2.0,,2.0,3.0
1397896.0,1,1,1.0,0.0,,0,1,1,0.0,0.0,,0,100.0,100.0,100.0,,12.0,12.0,12.0,,1.0,1.0,1.0,,,1.0,2.0,3.0,3.0,3.0,3.0
1397996.0,1,1,1.0,1.0,1.0,0,1,1,0.0,0.0,,0,100.0,100.0,0.0,100.0,14.0,10.0,0.0,7.0,1.0,1.0,0.0,1.0,,1.0,0.0,1.0,1.0,,1.0
1398057.0,1,1,1.0,1.0,1.0,0,1,1,0.0,0.0,,0,100.0,0.0,100.0,100.0,13.0,0.0,9.0,7.0,1.0,0.0,0.0,1.0,,,0.0,,,0.0,1.0
1398081.0,1,1,0.0,,,0,1,1,0.0,0.0,,0,100.0,100.0,,,12.0,13.0,,,1.0,1.0,,,,1.0,1.0,2.0,2.0,,
1398207.0,1,1,1.0,1.0,1.0,0,1,1,0.0,0.0,,0,100.0,66.6666666666667,100.0,100.0,13.0,6.0,16.0,10.0,1.0,1.0,1.0,1.0,,0.0,2.0,3.0,0.0,3.0,2.0
1398435.0,1,1,1.0,0.0,,0,1,1,0.0,0.0,,0,100.0,100.0,0.0,,12.0,9.0,0.0,,1.0,1.0,0.0,,,,2.0,2.0,1.0,,0.0
1398489.0,1,1,1.0,1.0,1.0,0,1,1,0.0,0.0,,0,100.0,100.0,100.0,100.0,12.0,9.0,3.0,6.0,1.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,3.0
1398593.0,1,1,1.0,1.0,1.0,0,1,1,0.0,0.0,,0,100.0,100.0,100.0,100.0,12.0,13.0,12.0,12.0,1.0,1.0,1.0,1.0,,0.0,2.0,2.0,1.0,1.0,2.0
1398645.0,1,1,1.0,0.0,,0,1,1,0.0,0.0,,0,100.0,71.4285714285714,36.3636363636364,,12.0,10.0,4.0,,1.0,1.0,0.0,,,1.0,3.0,3.0,,0.0,1.0
1398677.0,1,1,0.0,,,0,1,1,0.0,0.0,,0,100.0,100.0,,,13.0,14.0,,,1.0,1.0,,,,0.0,2.0,1.0,3.0,,
1398695.0,1,1,1.0,0.0,,0,1,1,0.0,0.0,,0,100.0,100.0,100.0,,13.0,9.0,3.0,,1.0,1.0,1.0,,,0.0,3.0,2.0,3.0,3.0,3.0
1398707.0,1,1,1.0,0.0,,0,1,1,0.0,0.0,,0,100.0,100.0,100.0,,12.0,12.0,12.0,,1.0,1.0,1.0,,,1.0,3.0,3.0,3.0,3.0,
1398925.0,1,1,1.0,0.0,,0,1,1,0.0,0.0,,0,100.0,100.0,100.0,,12.0,14.0,13.0,,1.0,1.0,1.0,,,0.0,2.0,2.0,2.0,1.0,
1399085.0,1,1,1.0,0.0,,0,1,1,0.0,0.0,,0,100.0,100.0,60.0,,12.0,9.0,6.0,,1.0,1.0,0.0,,,0.0,1.0,2.0,2.0,0.0,2.0
1399088.0,1,1,1.0,0.0,,0,1,1,0.0,0.0,,0,100.0,100.0,100.0,,13.0,16.0,6.0,,1.0,1.0,0.0,,,0.0,3.0,2.0,2.0,0.0,
1399092.0,1,1,0.0,,,0,1,1,0.0,0.0,,0,100.0,20.0,,,12.0,3.0,,,1.0,0.0,,,,0.0,2.0,0.0,0.0,,
1399275.0,1,1,1.0,0.0,,0,1,1,0.0,0.0,,0,100.0,100.0,100.0,,13.0,12.0,6.0,,1.0,1.0,1.0,,,0.0,3.0,3.0,3.0,3.0,3.0
1399432.0,1,1,0.0,,,0,1,1,0.0,0.0,,0,100.0,100.0,,,13.0,6.0,,,1.0,1.0,,,,,1.0,2.0,2.0,,
1399487.0,1,1,1.0,0.0,,0,1,1,0.0,0.0,,0,100.0,75.0,100.0,,12.0,9.0,12.0,,1.0,1.0,1.0,,,0.0,3.0,2.0,2.0,1.0,2.0
1399563.0,1,1,0.0,,,0,1,1,0.0,0.0,,0,100.0,100.0,,,13.0,12.0,,,1.0,1.0,,,,1.0,3.0,2.0,3.0,,
1399601.0,1,1,1.0,1.0,1.0,0,1,1,0.0,0.0,,0,100.0,60.0,100.0,100.0,12.0,6.0,7.0,4.0,1.0,1.0,1.0,1.0,,0.0,3.0,1.0,1.0,2.0,3.0
1399866.0,1,1,0.0,,,0,1,1,0.0,0.0,,0,100.0,100.0,,,13.0,15.0,,,1.0,1.0,,,,0.0,2.0,3.0,2.0,,
1399873.0,1,1,1.0,1.0,1.0,0,1,1,0.0,0.0,,0,100.0,69.2307692307692,63.6363636363636,100.0,14.0,9.0,7.0,10.0,1.0,1.0,1.0,1.0,,0.0,2.0,3.0,1.0,2.0,
1399899.0,1,1,1.0,0.0,,0,1,1,0.0,0.0,,0,100.0,100.0,100.0,,14.0,13.0,9.0,,1.0,1.0,1.0,,,1.0,1.0,2.0,2.0,2.0,
1400153.0,1,1,1.0,0.0,,0,1,1,0.0,0.0,,0,100.0,100.0,25.0,,13.0,9.0,3.0,,1.0,1.0,0.0,,,1.0,1.0,1.0,,0.0,0.0
1400360.0,1,1,0.0,,,0,1,1,0.0,0.0,,0,100.0,100.0,,,13.0,12.0,,,1.0,1.0,,,,1.0,3.0,3.0,3.0,,
1400625.0,1,1,1.0,0.0,,0,1,1,0.0,0.0,,0,100.0,60.0,30.0,,13.0,6.0,3.0,,1.0,1.0,0.0,,,1.0,3.0,3.0,2.0,0.0,
1400712.0,1,1,0.0,,,0,1,1,0.0,0.0,,0,100.0,100.0,,,13.0,12.0,,,1.0,1.0,,,,0.0,0.0,1.0,0.0,,
1400753.0,1,1,0.0,,,0,1,1,0.0,0.0,,0,100.0,100.0,,,12.0,13.0,,,1.0,1.0,,,,1.0,2.0,3.0,2.0,,
1400805.0,1,1,0.0,,,0,1,1,0.0,0.0,,0,100.0,100.0,,,12.0,12.0,,,1.0,1.0,,,,0.0,3.0,3.0,3.0,,
1400871.0,1,1,1.0,0.0,,0,1,1,0.0,0.0,,0,100.0,0.0,0.0,,14.0,0.0,0.0,,1.0,0.0,0.0,,,0.0,0.0,,,,
1401045.0,1,1,1.0,0.0,,0,1,1,0.0,0.0,,0,100.0,75.0,100.0,,13.0,12.0,12.0,,1.0,1.0,1.0,,,0.0,1.0,1.0,1.0,2.0,2.0
1401046.0,1,1,1.0,0.0,,0,1,1,0.0,0.0,,0,100.0,50.0,100.0,,14.0,6.0,6.0,,1.0,1.0,1.0,,,0.0,0.0,1.0,0.0,1.0,2.0
1401682.0,1,1,1.0,0.0,,0,1,1,0.0,0.0,,0,100.0,100.0,100.0,,12.0,18.0,12.0,,1.0,1.0,1.0,,1.0,0.0,2.0,2.0,2.0,2.0,
1402013.0,1,1,1.0,0.0,,0,1,1,0.0,0.0,,0,100.0,100.0,100.0,,14.0,4.0,13.0,,1.0,1.0,1.0,,,1.0,2.0,1.0,3.0,1.0,0.0
1402499.0,1,1,1.0,0.0,,0,1,1,0.0,0.0,,0,100.0,100.0,100.0,,13.0,12.0,12.0,,1.0,1.0,1.0,,,1.0,3.0,3.0,3.0,3.0,
1403099.0,1,1,1.0,0.0,,0,1,1,0.0,0.0,,0,100.0,100.0,100.0,,12.0,9.0,9.0,,1.0,1.0,1.0,,,1.0,3.0,3.0,3.0,3.0,3.0
1403145.0,1,1,1.0,1.0,1.0,0,1,1,0.0,0.0,,0,100.0,100.0,100.0,100.0,12.0,4.0,12.0,9.0,1.0,1.0,1.0,1.0,,1.0,3.0,2.0,3.0,3.0,3.0
1403355.0,1,1,1.0,0.0,,0,1,1,0.0,0.0,,0,100.0,100.0,100.0,,12.0,11.0,10.0,,1.0,1.0,1.0,,,1.0,3.0,2.0,3.0,3.0,3.0
1403385.0,1,1,1.0,1.0,1.0,0,1,1,0.0,0.0,,0,100.0,100.0,100.0,100.0,12.0,12.0,6.0,4.0,1.0,1.0,1.0,1.0,,1.0,2.0,3.0,3.0,3.0,3.0
1403451.0,1,1,1.0,0.0,,0,1,1,0.0,0.0,,0,100.0,80.0,100.0,,13.0,12.0,3.0,,1.0,1.0,1.0,,1.0,0.0,2.0,2.0,2.0,2.0,
1404234.0,1,1,1.0,0.0,,0,1,1,0.0,0.0,,0,100.0,20.0,100.0,,13.0,3.0,12.0,,1.0,0.0,0.0,,,,2.0,0.0,0.0,0.0,
1404416.0,1,1,1.0,0.0,,0,1,1,0.0,0.0,,0,100.0,100.0,100.0,,13.0,14.0,14.0,,1.0,1.0,1.0,,,1.0,3.0,3.0,2.0,3.0,
1404947.0,1,1,1.0,0.0,,0,1,1,0.0,0.0,,0,100.0,100.0,100.0,,12.0,12.0,12.0,,1.0,1.0,1.0,,,0.0,3.0,2.0,3.0,2.0,
1406150.0,1,1,0.0,,,0,1,1,0.0,0.0,,0,100.0,50.0,,,12.0,6.0,,,1.0,0.0,,,,1.0,2.0,0.0,,,
1406720.0,1,1,0.0,,,0,1,1,0.0,0.0,,0,100.0,42.8571428571429,,,13.0,6.0,,,1.0,1.0,,,,1.0,2.0,3.0,2.0,,
1408423.0,1,1,1.0,1.0,1.0,0,1,1,0.0,0.0,,0,100.0,100.0,100.0,100.0,12.0,3.0,6.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,3.0,2.0
1410221.0,1,1,1.0,0.0,,0,1,1,0.0,0.0,,0,100.0,72.7272727272727,0.0,,14.0,8.0,0.0,,1.0,0.0,0.0,,,0.0,1.0,0.0,,,
1410799.0,1,1,1.0,0.0,,0,1,1,0.0,0.0,,0,100.0,100.0,100.0,,14.0,12.0,9.0,,1.0,1.0,1.0,,,0.0,3.0,2.0,3.0,2.0,
1411974.0,1,1,1.0,1.0,1.0,0,1,1,0.0,0.0,,0,100.0,100.0,69.2307692307692,100.0,12.0,14.0,9.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
1412713.0,1,1,1.0,1.0,1.0,0,1,1,0.0,0.0,,0,100.0,42.8571428571429,50.0,100.0,14.0,3.0,6.0,12.0,1.0,1.0,1.0,0.0,,0.0,1.0,3.0,3.0,2.0,2.0
1412800.0,1,1,1.0,0.0,,0,1,1,0.0,0.0,,0,100.0,63.6363636363636,100.0,,12.0,7.0,4.0,,1.0,1.0,1.0,,,1.0,2.0,1.0,1.0,1.0,
1416864.0,1,1,1.0,0.0,,0,1,1,0.0,0.0,,0,100.0,100.0,100.0,,12.0,12.0,12.0,,1.0,1.0,1.0,,,0.0,3.0,3.0,3.0,3.0,
1313215.0,1,0,1.0,0.0,,1,0,1,1.0,1.0,,0,81.25,100.0,100.0,,13.0,7.0,11.0,,1.0,1.0,1.0,,,1.0,3.0,3.0,3.0,3.0,3.0
1081970.0,1,0,0.0,,,0,0,1,1.0,1.0,,0,76.9230769230769,0.0,,,10.0,0.0,,,1.0,0.0,,,,0.0,3.0,,,,
1314935.0,1,0,1.0,0.0,,0,0,1,1.0,1.0,,0,76.9230769230769,76.9230769230769,100.0,,10.0,10.0,12.0,,1.0,1.0,1.0,,,0.0,2.0,2.0,0.0,1.0,
1324460.0,1,0,1.0,1.0,1.0,0,0,1,1.0,1.0,,0,76.9230769230769,100.0,78.5714285714286,100.0,10.0,7.0,11.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,2.0,1.0
1398428.0,1,0,1.0,0.0,,0,0,1,1.0,1.0,,0,76.9230769230769,100.0,100.0,,10.0,3.0,12.0,,1.0,1.0,1.0,,,0.0,,2.0,,3.0,
1413738.0,1,0,1.0,0.0,,1,0,1,1.0,1.0,,0,80.0,66.6666666666667,0.0,,12.0,12.0,0.0,,1.0,1.0,0.0,,,1.0,2.0,2.0,2.0,,
1077601.0,1,0,0.0,,,1,0,1,0.0,0.0,,0,100.0,25.0,,,13.0,3.0,,,1.0,1.0,,,,0.0,1.0,1.0,,,
1243228.0,1,0,1.0,0.0,,1,0,1,0.0,0.0,,0,100.0,100.0,66.6666666666667,,12.0,9.0,6.0,,1.0,1.0,1.0,,,1.0,,3.0,0.0,3.0,3.0
1253156.0,1,0,0.0,,0.0,1,0,1,0.0,0.0,,0,100.0,100.0,,57.1428571428571,13.0,9.0,,4.0,1.0,1.0,,1.0,0.0,1.0,2.0,1.0,2.0,,
1255471.0,1,0,0.0,,,1,0,1,0.0,0.0,,0,100.0,100.0,,,12.0,12.0,,,1.0,1.0,,,,1.0,2.0,3.0,3.0,,
1260400.0,1,0,0.0,,,1,0,1,0.0,0.0,,0,100.0,100.0,,,13.0,14.0,,,1.0,1.0,,,,1.0,3.0,3.0,3.0,,
1261635.0,1,0,0.0,,,1,0,1,0.0,0.0,,0,100.0,100.0,,,12.0,12.0,,,1.0,1.0,,,,1.0,3.0,2.0,2.0,,
1264219.0,1,0,0.0,,,1,0,1,0.0,0.0,,0,100.0,100.0,,,12.0,9.0,,,1.0,1.0,,,,0.0,,3.0,2.0,,
1266812.0,1,0,1.0,0.0,,1,0,1,0.0,0.0,,0,100.0,80.0,100.0,,12.0,12.0,12.0,,1.0,1.0,1.0,,,1.0,1.0,2.0,3.0,2.0,
1267345.0,1,0,1.0,1.0,1.0,1,0,1,0.0,0.0,,0,100.0,100.0,100.0,100.0,12.0,12.0,12.0,10.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,2.0,3.0
1268237.0,1,0,1.0,0.0,,1,0,1,0.0,0.0,,0,100.0,100.0,100.0,,12.0,13.0,3.0,,1.0,1.0,1.0,,,0.0,3.0,3.0,2.0,1.0,
1269354.0,1,0,1.0,1.0,1.0,1,0,1,0.0,0.0,,0,100.0,100.0,100.0,100.0,12.0,6.0,12.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,,3.0,
1272233.0,1,0,0.0,,,1,0,1,0.0,0.0,,0,100.0,100.0,,,12.0,15.0,,,1.0,1.0,,,,1.0,3.0,2.0,2.0,,
1272264.0,1,0,0.0,,0.0,1,0,1,0.0,0.0,,0,100.0,66.6666666666667,,100.0,12.0,6.0,,6.0,1.0,0.0,,1.0,,0.0,,0.0,,,
1272398.0,1,0,1.0,1.0,1.0,1,0,1,0.0,0.0,,0,100.0,100.0,100.0,100.0,12.0,11.0,16.0,3.0,1.0,1.0,1.0,1.0,,0.0,2.0,3.0,,2.0,3.0
1289491.0,1,0,1.0,0.0,,1,0,1,0.0,0.0,,0,100.0,100.0,100.0,,13.0,14.0,10.0,,1.0,1.0,1.0,,,1.0,3.0,2.0,3.0,3.0,
1303033.0,1,0,0.0,,,1,0,1,0.0,0.0,,0,100.0,100.0,,,12.0,13.0,,,1.0,1.0,,,,1.0,3.0,3.0,3.0,,
1305980.0,1,0,1.0,0.0,,1,0,1,0.0,0.0,,0,100.0,50.0,75.0,,12.0,6.0,9.0,,1.0,1.0,1.0,,,0.0,0.0,1.0,1.0,2.0,
1309225.0,1,0,0.0,,,1,0,1,0.0,0.0,,0,100.0,100.0,,,12.0,6.0,,,1.0,1.0,,,,1.0,2.0,1.0,,,
1311357.0,1,0,0.0,,,1,0,1,0.0,0.0,,0,100.0,100.0,,,14.0,7.0,,,1.0,1.0,,,,1.0,3.0,3.0,,,
1312722.0,1,0,1.0,0.0,,1,0,1,0.0,0.0,,0,100.0,100.0,100.0,,13.0,14.0,14.0,,1.0,1.0,1.0,,,1.0,3.0,3.0,2.0,2.0,2.0
1314604.0,1,0,0.0,,,1,0,1,0.0,0.0,,0,100.0,76.9230769230769,,,13.0,10.0,,,1.0,1.0,,,,0.0,1.0,1.0,,,
1314984.0,1,0,0.0,,,1,0,1,0.0,0.0,,0,100.0,100.0,,,13.0,12.0,,,1.0,1.0,,,,0.0,2.0,2.0,2.0,,
1335232.0,1,0,1.0,0.0,,1,0,1,0.0,0.0,,0,100.0,100.0,100.0,,13.0,12.0,3.0,,1.0,1.0,1.0,,1.0,1.0,3.0,3.0,3.0,3.0,
1372267.0,1,0,1.0,1.0,1.0,1,0,1,0.0,0.0,,0,100.0,100.0,100.0,100.0,12.0,14.0,14.0,3.0,1.0,1.0,1.0,1.0,,1.0,3.0,2.0,3.0,2.0,1.0
1372415.0,1,0,0.0,,,1,0,1,0.0,0.0,,0,100.0,0.0,,,12.0,0.0,,,1.0,0.0,,,,,0.0,,,,
1386115.0,1,0,1.0,0.0,,1,0,1,0.0,0.0,,0,100.0,100.0,100.0,,12.0,12.0,13.0,,1.0,1.0,1.0,,,1.0,2.0,2.0,2.0,3.0,3.0
1388961.0,1,0,1.0,0.0,,1,0,1,0.0,0.0,,0,100.0,100.0,100.0,,12.0,10.0,9.0,,1.0,1.0,1.0,,,0.0,2.0,2.0,2.0,3.0,3.0
1398400.0,1,0,1.0,1.0,1.0,1,0,1,0.0,0.0,,0,100.0,100.0,50.0,100.0,12.0,6.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,2.0,2.0,1.0
1398954.0,1,0,0.0,,,1,0,1,0.0,0.0,,0,100.0,100.0,,,12.0,9.0,,,1.0,1.0,,,,1.0,1.0,3.0,3.0,,
1399391.0,1,0,0.0,,,1,0,1,0.0,0.0,,0,100.0,100.0,,,13.0,12.0,,,1.0,1.0,,,,1.0,3.0,3.0,3.0,,
1399621.0,1,0,0.0,,,1,0,1,0.0,0.0,,0,100.0,100.0,,,12.0,13.0,,,1.0,1.0,,,,1.0,3.0,3.0,3.0,,
1400327.0,1,0,0.0,,0.0,1,0,1,0.0,0.0,,0,100.0,100.0,,100.0,12.0,12.0,,4.0,1.0,1.0,,1.0,1.0,0.0,2.0,3.0,1.0,,2.0
1405548.0,1,0,0.0,,,1,0,1,0.0,0.0,,0,100.0,75.0,,,12.0,9.0,,,1.0,1.0,,,,0.0,2.0,2.0,,,
1405739.0,1,0,0.0,,,1,0,1,0.0,0.0,,0,100.0,100.0,,,13.0,9.0,,,1.0,1.0,,,,1.0,2.0,2.0,3.0,,
1406244.0,1,0,1.0,0.0,,1,0,1,0.0,0.0,,0,100.0,81.25,50.0,,12.0,13.0,3.0,,1.0,1.0,1.0,,,0.0,2.0,1.0,,2.0,2.0
1407982.0,1,0,1.0,1.0,1.0,1,0,1,0.0,0.0,,0,100.0,50.0,0.0,100.0,12.0,6.0,0.0,11.0,1.0,1.0,0.0,1.0,,,2.0,2.0,1.0,,1.0
1410303.0,1,0,0.0,,0.0,1,0,1,0.0,0.0,,0,100.0,69.2307692307692,,100.0,12.0,9.0,,7.0,1.0,1.0,,1.0,,1.0,3.0,2.0,2.0,,2.0
1412357.0,1,0,1.0,0.0,,1,0,1,0.0,0.0,,0,100.0,100.0,100.0,,12.0,12.0,13.0,,1.0,1.0,1.0,,1.0,0.0,2.0,2.0,3.0,2.0,
1412977.0,1,0,1.0,1.0,1.0,1,0,1,0.0,0.0,,0,100.0,100.0,26.6666666666667,50.0,12.0,12.0,4.0,4.0,1.0,1.0,0.0,1.0,,0.0,2.0,2.0,2.0,0.0,1.0
1419241.0,1,0,1.0,1.0,1.0,1,0,1,0.0,0.0,,0,100.0,25.0,100.0,100.0,12.0,3.0,9.0,9.0,1.0,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,2.0,2.0
1424123.0,1,0,0.0,,,1,0,1,0.0,0.0,,0,100.0,100.0,,,12.0,20.0,,,1.0,1.0,,,,0.0,3.0,3.0,3.0,,
1424657.0,1,0,1.0,1.0,1.0,1,0,1,0.0,0.0,,0,100.0,100.0,100.0,100.0,12.0,12.0,8.0,6.0,1.0,1.0,1.0,1.0,,0.0,2.0,2.0,3.0,2.0,3.0
